date,T_AMB,P_AMB,CMP_SPEED,CDP,GGDP,HPT_IT,CDT,LPT_IT,EXH_T,RH,WAR,POWER
2021-01-29,12.765813014515802,0.8437406686679125,9483.735113768786,8.563970107799856,2.6880488736175607,1032.643335409797,342.3187906778165,703.090357746496,456.7101374669546,37.57288817035893,4.048459302503822e-05,12098.884170403537
2021-01-30,6.252657601810012,0.843967967507901,9539.988082257065,8.921198869389732,2.743897542845996,994.485573006242,330.86883429228453,669.8693963157677,428.38225315685855,58.01325059887506,4.032434688054776e-05,12439.377986426538
2021-01-31,1.1209762758194926,0.8439578286650339,9525.949864573297,9.112622638362538,2.773201819485349,966.7966806619212,321.10490457756407,646.8127523601764,409.4048379497489,82.50183644079134,4.055605361771425e-05,12579.22960841645
2021-02-01,2.7155499012645987,0.8435265766978417,9279.978990757663,8.619347111647826,2.696316038161983,985.7573737676868,321.24332414927113,667.2295995196802,429.2983956051906,73.89382106188981,4.050359685884415e-05,11969.611922564676
2021-02-02,9.04593326631398,0.8438807698068461,9304.64373928909,8.412668129035236,2.6644206960716112,1020.4553977914344,333.4680822580397,696.0332487997088,452.9736515978,48.43970579622965,4.064774074330312e-05,11832.417851128072
2021-02-03,14.176625562538172,0.8434010412822021,9351.87667611657,8.286133964606622,2.643574866081276,1047.5550954301373,343.5106101867952,718.2211108058801,471.0108643916543,33.88706782445627,4.023559143170384e-05,11769.494847643618
2021-02-04,12.718874747936171,0.8437818403271766,9399.904570416173,8.420478895882518,2.665507074691147,1038.6827467898584,341.6680106214594,709.7336109163352,463.2709433903455,37.71657150733893,4.0558674828852656e-05,11935.952695405482
2021-02-05,6.283785052714649,0.8435943335356911,9364.824786004305,8.613387003590459,2.695577457900619,1005.0039550419516,329.2976457866012,681.9900943080648,440.6083426646044,57.882280117943225,4.028650002188076e-05,12062.7902573518
2021-02-06,1.1469009995376251,0.8439334395110443,9373.50157128998,8.842504464009059,2.731742483406812,976.7803665294576,319.88572568047726,658.041541848518,420.5831549460875,82.18109470946236,4.048666825214669e-05,12259.119269305063
2021-02-07,2.568430285262429,0.8432696353053387,9372.733871571789,8.770074129734018,2.7194591911648955,985.9512408472116,322.72222008440394,665.79745104807,427.0501652549905,74.5063218802498,4.0392633825380434e-05,12209.671684282095
2021-02-08,9.08757952701462,0.8440210318606711,9401.380624171336,8.560998004182032,2.688034847057206,1021.8536233130992,335.38089451850175,695.5603083216118,451.4816803045365,48.19468400786059,4.0523047793172216e-05,12079.304608683264
2021-02-09,14.03275010131488,0.8438863447669026,9365.44662434138,8.308025286630677,2.6478163221868085,1051.0034736458283,344.0867317759359,720.9494919712079,473.16424518994455,34.079828099773955,4.006006273062655e-05,11841.012961841278
2021-02-10,12.75151348756372,0.8437391672207845,9380.10512824506,8.374286432485112,2.6581197120704023,1042.9910155087382,341.81054095606964,713.9319880402323,467.1443624177612,37.62073078781592,4.054111849243689e-05,11908.551404430606
2021-02-11,6.157828965107836,0.843844455628945,9411.349400214684,8.680397032372875,2.7064069900052563,1004.8147202390836,329.8350743170509,681.1374748871407,439.44134237282384,58.75180757589007,4.046142291806412e-05,12187.678916035404
2021-02-12,1.184019730226893,0.8438312675623992,9388.230792832246,8.841382305354957,2.731413414689938,977.99790388788,320.1112558300365,659.0706677880703,421.4405259628039,81.81997167954901,4.0416891667783006e-05,12294.467477504855
2021-02-13,2.59534645309412,0.8437415108937767,2342.685832338452,2.8379227353272927,1.3147982496233486,977.548804770348,82.22159342898405,659.0438168667883,421.6499296499183,74.61310168231378,4.053000706266305e-05,12263.06611555226
2021-02-14,9.082138409127388,0.8437674626008778,0.0,0.8437674626008778,0.8437674626008778,,9.082138409127388,,,47.86492874247167,4.027318174600348e-05,
2021-02-15,14.020675417918342,0.8439302712092767,0.0,0.8439302712092767,0.8439302712092767,,14.020675417918342,,,34.66728729732672,4.070809288703796e-05,
2021-02-16,12.602536954875488,0.8433652847129144,0.0,0.8433652847129144,0.8433652847129144,,12.602536954875488,,,37.738649288969775,4.032537584781157e-05,
2021-02-17,6.172032162157088,0.84400437771626,0.0,0.84400437771626,0.84400437771626,,6.172032162157088,,,58.58153782020204,4.0411272138045656e-05,
2021-02-18,1.13009647886744,0.8432823899960322,7910.198766486638,8.024983059283512,2.4649016372656845,953.2269051783844,258.68138397894467,627.8989630730239,388.8726519687482,82.5206469365803,4.0630464120344406e-05,13686.08270028106
2021-02-19,2.564603425005564,0.843828853169915,9977.96090575251,9.813451905418349,2.877623464699273,963.8560274902248,329.46541430488924,636.9552166103414,396.4445485999622,74.57493875413496,4.039493296627828e-05,13604.550278030569
2021-02-20,9.056350864814634,0.8440290237326122,9961.794925237662,9.48810613452216,2.829824345078328,1001.5056008418616,341.8470719328989,668.7148797737774,422.8119790141133,48.18248088757244,4.039770692779854e-05,13353.7400136169
2021-02-21,14.031622367985811,0.8437194568091545,9756.609286527198,8.918227207300353,2.74306800201298,1037.8893634759324,348.91455304306527,703.0064328008531,453.664051968048,34.24493511987338,4.02478945033469e-05,12719.13523543563
2021-02-22,12.743142674777909,0.8437300861229802,9780.670407381038,9.005382564509782,2.7564493338066054,1030.6590958584318,346.91618158010016,696.4860569531093,447.9638524517572,37.226678047154586,4.004680030570758e-05,12822.576893296346
2021-02-23,6.070767693823679,0.8438181915087744,9799.19409574317,9.314302499949472,2.8034644958526056,992.5045456666596,334.3215199792018,664.2537933812813,421.1365977946413,58.95744323500136,4.0402738355609445e-05,13083.855455590872
2021-02-24,0.9457329560431016,0.8438551659456192,9784.855658297516,9.517261476899431,2.833929378070325,965.023115239169,324.5071754932381,641.4616727019741,402.4540194976515,83.8145975634264,4.060508801268557e-05,13231.59728206419
2021-02-25,2.4743341037010103,0.8434690488393258,9841.281553043736,9.541650373386023,2.836904990134047,971.3130828578148,327.9888061747021,645.7986107868138,405.42931776505833,74.98353821673273,4.039695940240284e-05,13301.106681246092
2021-02-26,8.870537037723091,0.8436157101242375,9889.932244073683,9.343440837656438,2.807504929421881,1005.0008222134204,340.7653276572827,673.1060315938611,427.3946906651742,48.93446157743512,4.047443899970334e-05,13197.403124612072
2021-02-27,14.041515766113765,0.8435027126666239,9899.343853549077,9.134718687996084,2.775813243637734,1033.3862344199538,350.62994322143817,696.7978069646291,446.9210529988041,33.93205739629708,3.990104037336656e-05,13041.908580723832
2021-02-28,12.622353534815852,0.8430167952050155,9909.351439785076,9.204884742524383,2.785645855899747,1024.7035173039155,347.85070893358943,689.4751619051417,440.834692723272,37.91294244334826,4.0569241221137246e-05,13097.727437493211
2021-03-01,6.089160410187045,0.8435304595886176,9933.161400504288,9.537977402447106,2.8364093697140813,988.530331157236,335.8992246073741,658.7202669600489,415.126152636041,58.75354409349732,4.035463165612309e-05,13391.860117911472
2021-03-02,0.9302920138539608,0.84404471089682,9951.060878903456,9.81150705367058,2.8777238746489164,960.0513960130298,326.4027515428404,634.5789364840433,395.0070020891037,82.42372118189861,3.9944833924813294e-05,13629.44505288427
2021-03-03,2.403541762046004,0.8438987643449849,9920.717306288634,9.683389313370176,2.858619342971386,969.4716240696198,328.9441351274345,642.9310307042311,402.2004493630236,74.62717591088095,3.998950785424442e-05,13506.234663331314
2021-03-04,8.86955206710568,0.8431378152831331,9885.980659616984,9.323011204126727,2.803623317285138,1006.8829759702232,340.90085399984594,674.8516740374829,428.94844432890176,48.10963635315252,3.99481998303338e-05,13192.041157068446
2021-03-05,14.01997911744745,0.843362845791603,9867.615326859734,9.076095158078692,2.7666593203677823,1036.831113579652,350.5772178848117,700.2738748122878,450.18433721404176,33.81737045177722,3.97112214989744e-05,12985.607737876351
2021-03-06,12.628293466418604,0.84359934494843,9943.309076785996,9.260917685555237,2.795012561013213,1025.9311451480824,348.71110757496984,689.8483310395312,440.7150947055581,37.64782345871285,4.019660810636605e-05,13205.0580336368
2021-03-07,6.076818069550444,0.8436189435483169,4165.254024548501,4.4707571106183295,1.6746246811849037,998.7930489494352,144.67137137659014,666.16612101254,420.52500792604377,59.12277440674072,4.0688753632575136e-05,13481.25530533848
2021-03-08,0.9002463095880922,0.8436991523388143,4186.860919817736,3.5703273676803,1.6102496704943876,1084.7368926875113,167.24150927566424,799.5804418885238,574.3069429411537,82.94106698148182,4.01364581622575e-05,7623.343104404671
2021-03-09,2.445547398754008,0.8438354705504549,7190.401251806677,5.480199373184202,2.150426241973687,1096.4609359127396,289.1391689415397,809.7673143699539,583.0864186989696,74.71701506498393,4.014203178977546e-05,7596.320332092986
2021-03-10,8.982350247981223,0.8435803688429592,6004.193825208728,4.603714538945659,1.911869818967016,1132.7463706127812,251.5816528446376,841.6272074967935,610.7903436991744,47.77701484488165,3.993634245768551e-05,7488.218280679418
2021-03-11,13.85350366176034,0.8439004368730884,0.0,0.8439004368730884,0.8439004368730884,,13.85350366176034,,,34.334191214316235,3.990382998903255e-05,
2021-03-12,12.558595310277036,0.8436573100380178,0.0,0.8436573100380178,0.8436573100380178,,12.558595310277036,,,37.396478477660665,3.9789969931550896e-05,
2021-03-13,6.001382906960817,0.8439626587605801,0.0,0.8439626587605801,0.8439626587605801,,6.001382906960817,,,58.79316948285413,4.018028359800995e-05,
2021-03-14,0.9699511610272372,0.8441521153474386,0.0,0.8441521153474386,0.8441521153474386,,0.9699511610272372,,,82.47896741645923,4.007895594638425e-05,
2021-03-15,2.3088826093153485,0.8434611792286263,0.0,0.8434611792286263,0.8434611792286263,,2.3088826093153485,,,75.05950923001988,3.994824317092861e-05,
2021-03-16,8.901350484289194,0.8436554047024573,0.0,0.8436554047024573,0.8436554047024573,,8.901350484289194,,,47.956876706001225,3.979089356392638e-05,
2021-03-17,13.987117477927889,0.8436432693496071,0.0,0.8436432693496071,0.8436432693496071,,13.987117477927889,,,34.04468256610908,3.992157713309447e-05,
2021-03-18,12.491518069480364,0.8442399472712312,0.0,0.8442399472712312,0.8442399472712312,,12.491518069480364,,,37.69266318925919,3.99311716819712e-05,
2021-03-19,6.12845137116937,0.8434576723946204,0.0,0.8434576723946204,0.8434576723946204,,6.12845137116937,,,58.138114713557854,4.002850573978003e-05,
2021-03-20,0.8752247711345258,0.8435624578300164,0.0,0.8435624578300164,0.8435624578300164,,0.8752247711345258,,,83.24239213205786,4.0194878776441205e-05,
2021-03-21,2.360261777043113,0.8437921267935274,0.0,0.8437921267935274,0.8437921267935274,,2.360261777043113,,,74.87325002658645,3.999483324354715e-05,
2021-03-22,8.787789627614467,0.843622939526535,0.0,0.843622939526535,0.843622939526535,,8.787789627614467,,,48.719538680987945,4.018372955303803e-05,
2021-03-23,13.928209161104396,0.843871826976422,0.0,0.843871826976422,0.843871826976422,,13.928209161104396,,,33.99814296938478,3.968130989901237e-05,
2021-03-24,12.609546119399816,0.8441317129684323,0.0,0.8441317129684323,0.8441317129684323,,12.609546119399816,,,37.52396271997784,4.0078375831344986e-05,
2021-03-25,6.02204699525923,0.8436607712768182,0.0,0.8436607712768182,0.8436607712768182,,6.02204699525923,,,58.52076293126908,4.011086116833196e-05,
2021-03-26,0.9752874429050392,0.8439404028000373,0.0,0.8439404028000373,0.8439404028000373,,0.9752874429050392,,,82.4895874834451,4.015831148241093e-05,
2021-03-27,2.280589263016249,0.8437567302667349,0.0,0.8437567302667349,0.8437567302667349,,2.280589263016249,,,74.770527634754,3.973486946318632e-05,
2021-03-28,8.807860878495543,0.843673789556061,0.0,0.843673789556061,0.843673789556061,,8.807860878495543,,,48.868189604710274,4.035796473900147e-05,
2021-03-29,13.755966562206163,0.8439319240949095,0.0,0.8439319240949095,0.8439319240949095,,13.755966562206163,,,34.70772061333327,4.007510971364248e-05,
2021-03-30,12.396224503312125,0.8440630779501928,0.0,0.8440630779501928,0.8440630779501928,,12.396224503312125,,,38.14708542806154,4.01715300104042e-05,
2021-03-31,5.975527761674944,0.8434527537671154,0.0,0.8434527537671154,0.8434527537671154,,5.975527761674944,,,58.61998536144657,4.002625108901527e-05,
2021-04-01,0.9425571594769434,0.8442949953873495,0.0,0.8442949953873495,0.8442949953873495,,0.9425571594769434,,,82.12824084603655,3.983804884921112e-05,
2021-04-02,2.3653612677127622,0.8438126400120619,0.0,0.8438126400120619,0.8438126400120619,,2.3653612677127622,,,74.80649654416133,3.995039676913171e-05,
2021-04-03,8.784728915609508,0.8438250465867118,0.0,0.8438250465867118,0.8438250465867118,,8.784728915609508,,,48.60624346999376,4.0044632358588674e-05,
2021-04-04,13.927313183616231,0.8439345191972695,0.0,0.8439345191972695,0.8439345191972695,,13.927313183616231,,,34.6995258726679,4.051127012555754e-05,
2021-04-05,12.424028395601184,0.8441112063971078,0.0,0.8441112063971078,0.8441112063971078,,12.424028395601184,,,37.50194374754882,3.953361474308674e-05,
2021-04-06,6.042818388590093,0.8434344429265782,0.0,0.8434344429265782,0.8434344429265782,,6.042818388590093,,,58.1356544115846,3.988990225708481e-05,
2021-04-07,0.9086813508337014,0.843693615545751,0.0,0.843693615545751,0.843693615545751,,0.9086813508337014,,,82.54517195799899,3.993679092883419e-05,
2021-04-08,2.2099408348921825,0.844038509985941,0.0,0.844038509985941,0.844038509985941,,2.2099408348921825,,,75.64970093988376,3.9968592683283264e-05,
2021-04-09,8.734215979641432,0.8435159033835453,0.0,0.8435159033835453,0.8435159033835453,,8.734215979641432,,,48.63230838405892,3.994417529169174e-05,
2021-04-10,13.875335153538906,0.8438762631956952,0.0,0.8438762631956952,0.8438762631956952,,13.875335153538906,,,34.14959939132209,3.971322078835759e-05,
2021-04-11,12.511539655300956,0.843339108360656,0.0,0.843339108360656,0.843339108360656,,12.511539655300956,,,37.71377491417076,4.003106233875027e-05,
2021-04-12,5.878561236689223,0.8435734668477443,0.0,0.8435734668477443,0.8435734668477443,,5.878561236689223,,,59.15285102464197,4.010304220403591e-05,
2021-04-13,0.831750878505289,0.8437184854032598,0.0,0.8437184854032598,0.8437184854032598,,0.831750878505289,,,82.79161918527166,3.985565700251791e-05,
2021-04-14,2.3053728133285967,0.8442258773410153,0.0,0.8442258773410153,0.8442258773410153,,2.3053728133285967,,,74.7817688569986,3.974546054560347e-05,
2021-04-15,8.704132548203054,0.8439447638188166,0.0,0.8439447638188166,0.8439447638188166,,8.704132548203054,,,48.86454507901828,4.008708982202736e-05,
2021-04-16,13.704701146737955,0.8437724020910199,0.0,0.8437724020910199,0.8437724020910199,,13.704701146737955,,,35.03229253737066,4.030391857953309e-05,
2021-04-17,12.418553745343672,0.8435560321858339,0.0,0.8435560321858339,0.8435560321858339,,12.418553745343672,,,37.95558381536542,4.006674912037467e-05,
2021-04-18,5.903385156033791,0.8438432930053245,0.0,0.8438432930053245,0.8438432930053245,,5.903385156033791,,,58.83148580202708,3.994235753794421e-05,
2021-04-19,0.7517433065876538,0.8436924536601786,0.0,0.8436924536601786,0.8436924536601786,,0.7517433065876538,,,83.45239125821654,3.9893034611819296e-05,
2021-04-20,2.190975655365952,0.8437325097827255,0.0,0.8437325097827255,0.8437325097827255,,2.190975655365952,,,75.0228062482162,3.960920708929989e-05,
2021-04-21,8.719359267586503,0.8436263778256033,0.0,0.8436263778256033,0.8436263778256033,,8.719359267586503,,,48.40768394371201,3.975687638372031e-05,
2021-04-22,13.87249544475912,0.8437904800517843,0.0,0.8437904800517843,0.8437904800517843,,13.87249544475912,,,34.01076529615934,3.955851373970344e-05,
2021-04-23,12.4601398749529,0.8439646988633864,0.0,0.8439646988633864,0.8439646988633864,,12.4601398749529,,,37.520840762734366,3.970937851637612e-05,
2021-04-24,5.877350804358208,0.8441094749241195,0.0,0.8441094749241195,0.8441094749241195,,5.877350804358208,,,58.82006806958392,3.9786874836519e-05,
2021-04-25,0.8692314162248026,0.8438898995115832,0.0,0.8438898995115832,0.8438898995115832,,0.8692314162248026,,,82.18229730311715,3.964778699821956e-05,
2021-04-26,2.118316740082007,0.8434191158285542,0.0,0.8434191158285542,0.8434191158285542,,2.118316740082007,,,75.69627605220599,3.9770123668517606e-05,
2021-04-27,8.73916582323543,0.8436926827353828,0.0,0.8436926827353828,0.8436926827353828,,8.73916582323543,,,48.72680274094236,4.002027377392192e-05,
2021-04-28,13.688220536189142,0.8439543190565896,0.0,0.8439543190565896,0.8439543190565896,,13.688220536189142,,,34.7653332138934,3.995291640428303e-05,
2021-04-29,12.37632436325684,0.8436532617076856,0.0,0.8436532617076856,0.8436532617076856,,12.37632436325684,,,37.82384290332549,3.984566839295172e-05,
2021-04-30,5.831655592193866,0.8439295524567615,0.0,0.8439295524567615,0.8439295524567615,,5.831655592193866,,,58.98957417836359,3.982022883330577e-05,
2021-05-01,0.731700919907068,0.8435531839963105,0.0,0.8435531839963105,0.8435531839963105,,0.731700919907068,,,83.48220514660554,3.981028921701028e-05,
2021-05-02,2.1749424678826683,0.8442030043197462,0.0,0.8442030043197462,0.8442030043197462,,2.1749424678826683,,,75.3281327076589,3.9652809086143385e-05,
2021-05-03,8.737505433682838,0.8435086387670944,0.0,0.8435086387670944,0.8435086387670944,,8.737505433682838,,,48.43414960814775,3.978282946950785e-05,
2021-05-04,13.765075019082742,0.8438488006648783,0.0,0.8438488006648783,0.8438488006648783,,13.765075019082742,,,34.221249900015515,3.951872407514459e-05,
2021-05-05,12.437012488594684,0.8438849110766714,0.0,0.8438849110766714,0.8438849110766714,,12.437012488594684,,,37.727150127978085,3.978893388148135e-05,
2021-05-06,5.922046241191986,0.8435849648398005,0.0,0.8435849648398005,0.8435849648398005,,5.922046241191986,,,58.20461192200313,3.957308922615656e-05,
2021-05-07,0.8150226427789923,0.8437269103052265,0.0,0.8437269103052265,0.8437269103052265,,0.8150226427789923,,,82.75185073310894,3.980961484303548e-05,
2021-05-08,2.0787022395432952,0.8436223337660279,0.0,0.8436223337660279,0.8436223337660279,,2.0787022395432952,,,76.29814020553586,3.9940914554899904e-05,
2021-05-09,8.620887374548685,0.8438857196938869,0.0,0.8438857196938869,0.8438857196938869,,8.620887374548685,,,48.08785298641647,3.918553270175973e-05,
2021-05-10,13.844233613825176,0.8437170639525564,0.0,0.8437170639525564,0.8437170639525564,,13.844233613825176,,,34.08229278239448,3.959036578828761e-05,
2021-05-11,12.286612951443542,0.8431813665932483,3934.76225887888,3.114798411735365,1.5171245758366914,1177.3440200919338,177.27906676786927,894.4998135494895,666.8099158363467,38.06270636939829,3.981533138183504e-05,6533.761588899252
2021-05-12,5.931923599753322,0.8440700388812444,6618.294823082025,4.699777033957339,1.9917001538546744,1152.965924121916,282.6420739427991,876.2557737788699,653.2368735086758,58.459279398548,3.973891474008851e-05,6412.414273322829
2021-05-13,0.7842260594793405,0.843782397007829,6672.081927953152,4.86473039232119,2.025940377977882,1118.7087367933325,275.60654944476977,843.8864134080418,623.3321661408254,82.50012826189385,3.959253263622972e-05,6623.277779232019
2021-05-14,2.226281163906405,0.8439223580244818,6779.732241360543,4.963843502915892,2.0467027719973374,1121.7388084976176,280.40240648330007,843.5626831782234,620.8633111305011,74.77018550925708,3.9601905462476464e-05,6802.410973068968
2021-05-15,8.708238273840218,0.8436540648668059,6839.44052858507,4.896211255100037,2.0324020380207,1157.5989214822644,292.1934183830136,874.1137413730911,646.7983104905313,48.47931014984868,3.977639877046028e-05,6773.792212750577
2021-05-16,13.6998771515297,0.8434182181461684,6897.243209211683,4.861090789666294,2.024826359988236,1184.620261214279,301.4904054383587,896.82973292745,665.8544607761065,34.41821983119827,3.96517573910956e-05,6774.632649903513
2021-05-17,12.335008046050064,0.8443494303023105,6950.617565578935,4.957252444883792,2.0458645476596518,1173.899047482173,300.5634080583023,885.6706474699213,654.8537790007804,37.65852607964239,3.9448312967234064e-05,6916.203090468091
2021-05-18,5.891025874020396,0.8436538552455258,6958.542150557489,5.097766590025585,2.0737935426162744,1135.1315411622952,290.2752939682185,850.7472730680969,623.7923872728574,58.92891418721627,3.993482909418517e-05,7069.077905619775
2021-05-19,0.7672076383050119,0.8433016980383939,6949.01203651373,5.198506875864363,2.093716081054847,1104.7939778855282,281.69271378001577,823.8684717438173,600.2193769858945,82.6619950990224,3.964739656942387e-05,7164.087708196363
2021-05-20,2.1764557103196345,0.8434016871797995,6887.056410411431,5.089306924577671,2.07179160172508,1117.742992818773,282.7821267406175,837.1373217884752,613.1425580947144,75.61098648843974,3.9854674910430855e-05,7013.637345572858
2021-05-21,8.684257565274933,0.8435988540138083,6913.929777283517,4.984430710754629,2.050543710776035,1156.2756217673152,294.0800686509749,870.8798106816151,642.4672314391665,48.71046913048173,3.993255720990853e-05,6926.295175663864
2021-05-22,13.739024655684023,0.8438395752223441,6899.983429937594,4.864365564385315,2.026007990771475,1188.2731017855765,301.9343567172441,900.0777697240168,668.7156030423481,34.01717029469344,3.924304176336748e-05,6792.2402071075385
2021-05-23,12.287832076274237,0.8436460181504258,6930.73520816044,4.930622711516422,2.0392432099745794,1177.41789041678,300.1558342930137,889.5498882000405,658.8255948139127,37.54694560306991,3.9257410564957005e-05,6880.782634539623
2021-05-24,5.933365784532739,0.8434707754180567,7149.794970240357,5.333684640402037,2.1209941645425867,1126.677679166491,294.6173186647952,837.9937262862289,608.8467987831301,58.37589399612401,3.964316040920265e-05,7450.460867071877
2021-05-25,0.7330515022211638,0.8437928952572981,7122.402439555738,5.422511542343206,2.139033290065992,1096.551380090072,285.34896410816583,811.9354674841273,586.4612253630722,82.96444849083646,3.963478498386114e-05,7518.38126206345
2021-05-26,2.264907479653953,0.8438761475355565,7122.258813376374,5.387033047771234,2.132105066479936,1105.4158769738774,287.80861400681806,819.8721704467131,593.4747578000312,75.02647822593978,3.982072450310549e-05,7480.774445927986
2021-05-27,8.685874967208246,0.8434477622857074,592.8816451925908,1.2152938827089648,0.9494669486563196,1123.7897442509689,32.62646077129089,836.5027146019772,608.2975733442958,48.53647030250641,3.978166081244926e-05,7391.796803396816
